Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,year,team
130,"Sunday, Aug 27",STL,TBR,L,2,3,10,65-65,3,4.5,Romo,Tuivailala,Colome,3:33,D,44469,-,,2017,STL
141,"Friday, Sep 8",STL,PIT,W,4,1,,73-68,2,4.0,Weaver,Williams,Nicasio,2:58,N,40966,+,,2017,STL
142,"Saturday, Sep 9",STL,PIT,W,4,3,,74-68,2,3.0,Lyons,Kontos,Nicasio,2:55,N,44378,++,,2017,STL
143,"Sunday, Sep 10",STL,PIT,W,7,0,,75-68,2,2.0,Wacha,Nova,,2:35,D,44683,+++,,2017,STL
144,"Tuesday, Sep 12",STL,CIN,W,13,4,,76-68,2,2.0,Lynn,Stephenson,,3:04,N,40030,++++,,2017,STL
145,"Wednesday, Sep 13",STL,CIN,L,0,6,,76-69,3,3.0,Mahle,Flaherty,,2:40,N,40124,-,,2017,STL
146,"Thursday, Sep 14",STL,CIN,W,5,2,,77-69,2,3.0,Weaver,Garrett,,2:50,D,40230,+,,2017,STL
156,"Monday, Sep 25",STL,CHC,L,2,10,,81-75,3,7.0,Lester,Weaver,,3:11,N,42516,---,,2017,STL
157,"Tuesday, Sep 26",STL,CHC,W,8,7,,82-75,3,6.0,Duke,Arrieta,Nicasio,3:46,N,41944,+,,2017,STL
158,"Wednesday, Sep 27",STL,CHC,L,1,5,,82-76,3,7.0,Lackey,Wacha,,2:41,N,42070,-,,2017,STL
159,"Thursday, Sep 28",STL,CHC,L,1,2,11,82-77,3,8.0,Tseng,Bowman,,3:32,N,43094,--,,2017,STL
160,"Friday, Sep 29",STL,MIL,L,3,5,,82-78,3,9.0,Anderson,Gant,,2:44,N,44815,---,,2017,STL
161,"Saturday, Sep 30",STL,MIL,W,7,6,,83-78,3,9.0,Sherriff,Swarzak,Nicasio,3:13,D,42246,+,,2017,STL
162,"Sunday, Oct 1",STL,MIL,L,1,6,,83-79,3,9.0,Wilkerson,Flaherty,,2:24,D,44787,-,,2017,STL
7,"Thursday, Apr 5",STL,ARI,L,1,3,,3-4,4,2.5,Ray,Wainwright,Boxberger,3:32,N,46512,-,,2018,STL
8,"Saturday, Apr 7",STL,ARI,W,5,3,,4-4,3,2.0,Wacha,Greinke,Norris,2:58,D,41113,+,,2018,STL
9,"Sunday, Apr 8",STL,ARI,L,1,4,,4-5,4,3.0,Hirano,Leone,Boxberger,2:53,D,40468,-,,2018,STL
10,"Monday, Apr 9",STL,MIL,L,4,5,10,4-6,4,3.5,Albers,Holland,,3:41,N,35189,--,,2018,STL
11,"Tuesday, Apr 10",STL,MIL,W-wo,5,3,11,5-6,4,3.5,Leone,Hoover,,4:02,N,35220,+,,2018,STL
12,"Wednesday, Apr 11",STL,MIL,L,2,3,,5-7,4,3.5,Guerra,Wainwright,Albers,3:00,D,35814,-,,2018,STL
19,"Friday, Apr 20",STL,CIN,W,4,2,,11-8,2,0.5,Wacha,Finnegan,Norris,3:02,N,43303,+,,2018,STL
20,"Saturday, Apr 21",STL,CIN,W,4,3,,12-8,1,Tied,Hicks,Hughes,,2:57,D,42382,++,,2018,STL
21,"Sunday, Apr 22",STL,CIN,W,9,2,,13-8,1,Tied,Mikolas,Castillo,,2:37,D,44430,+++,,2018,STL
22,"Tuesday, Apr 24",STL,NYM,L,5,6,10,13-9,2,1.0,Gsellman,Bowman,Familia,3:28,N,36237,-,,2018,STL
23,"Wednesday, Apr 25",STL,NYM,W,9,1,,14-9,2,1.0,Wacha,Matz,Brebbia,2:47,N,38045,+,,2018,STL
24,"Thursday, Apr 26",STL,NYM,W-wo,4,3,13,15-9,1,Tied,Gant,Sewald,,4:11,D,37762,++,,2018,STL
28,"Tuesday, May 1",STL,CHW,W-wo,3,2,,16-12,3,0.5,Norris,Soria,,2:56,N,38800,+,,2018,STL
29,"Wednesday, May 2",STL,CHW,W,3,2,,17-12,2,0.5,Martinez,Giolito,Norris,2:37,D,37298,++,,2018,STL
30,"Friday, May 4",STL,CHC,W,3,2,,18-12,1,up 0.5,Mikolas,Quintana,Norris,2:58,N,46099,+++,,2018,STL
31,"Saturday, May 5",STL,CHC,W-wo,8,6,10,19-12,1,up 0.5,Lyons,Farrell,,3:42,D,47154,++++,,2018,STL
32,"Sunday, May 6",STL,CHC,W-wo,4,3,14,20-12,1,up 1.5,Mayers,Farrell,,4:46,N,45438,+++++,,2018,STL
33,"Monday, May 7",STL,MIN,L,0,6,,20-13,1,up 1.0,Romero,Gant,,2:55,N,40182,-,,2018,STL
34,"Tuesday, May 8",STL,MIN,L,1,7,,20-14,1,Tied,Odorizzi,Martinez,,2:54,D,39253,--,,2018,STL
41,"Thursday, May 17",STL,PHI,L,2,6,,23-18,3,2.0,Velasquez,Weaver,,3:33,N,41039,-,,2018,STL
42,"Friday, May 18",STL,PHI,W,12,4,,24-18,3,1.5,Wacha,Arrieta,,3:26,N,42050,+,,2018,STL
43,"Saturday, May 19",STL,PHI,L,6,7,,24-19,3,2.5,Hunter,Holland,Dominguez,3:42,D,44431,-,,2018,STL
44,"Sunday, May 20",STL,PHI,W,5,1,,25-19,2,1.5,Flaherty,Nola,,2:53,D,43560,+,,2018,STL
45,"Monday, May 21",STL,KCR,W,6,0,,26-19,2,1.5,Mikolas,Kennedy,,2:28,N,42140,++,,2018,STL
46,"Tuesday, May 22",STL,KCR,L,1,5,,26-20,2,2.5,Hammel,Weaver,,2:53,N,39545,-,,2018,STL
47,"Wednesday, May 23",STL,KCR,L,2,5,10,26-21,3,3.5,Boyer,Norris,Herrera,3:04,D,41984,--,,2018,STL
54,"Thursday, May 31",STL,PIT,W-wo,10,8,,30-24,3,4.5,Mayers,Vazquez,,3:43,N,40832,+,,2018,STL
55,"Friday, Jun 1",STL,PIT,L,0,4,,30-25,3,4.5,Taillon,Mikolas,,2:46,N,47135,-,,2018,STL
56,"Saturday, Jun 2",STL,PIT,W-wo,3,2,,31-25,3,4.5,Norris,Rodriguez,,2:48,D,44492,+,,2018,STL
57,"Sunday, Jun 3",STL,PIT,W,5,0,,32-25,3,3.5,Wacha,Kingham,,2:25,D,44432,++,,2018,STL
58,"Tuesday, Jun 5",STL,MIA,L,4,7,,32-26,3,3.5,Urena,Guilmet,Barraclough,3:12,N,40070,-,,2018,STL
59,"Wednesday, Jun 6",STL,MIA,L,3,11,,32-27,3,3.5,Rucinski,Flaherty,,3:23,N,40109,--,,2018,STL
60,"Thursday, Jun 7",STL,MIA,W,4,1,,33-27,3,3.0,Mikolas,Richards,Norris,2:42,D,41297,+,,2018,STL
64,"Monday, Jun 11",STL,SDP,W,5,2,,36-28,3,2.5,Flaherty,Lyles,Norris,2:53,N,40971,+,,2018,STL
65,"Tuesday, Jun 12",STL,SDP,L,2,4,,36-29,3,3.0,Cimber,Mikolas,Hand,2:25,N,40199,-,,2018,STL
66,"Wednesday, Jun 13",STL,SDP,L,2,4,,36-30,3,4.0,Lauer,Weaver,Hand,2:45,N,44094,--,,2018,STL
67,"Friday, Jun 15",STL,CHC,L,5,13,,36-31,3,5.0,Lester,Wacha,,3:29,N,46188,---,,2018,STL
68,"Saturday, Jun 16",STL,CHC,L,3,6,,36-32,3,5.0,Hendricks,Tuivailala,Morrow,3:23,N,47168,----,,2018,STL
69,"Sunday, Jun 17",STL,CHC,W,5,0,,37-32,3,4.0,Brebbia,Quintana,,3:24,N,46214,+,,2018,STL
77,"Monday, Jun 25",STL,CLE,W,4,0,,41-36,3,4.0,Gant,Clevinger,Norris,2:48,N,42007,+++,,2018,STL
78,"Tuesday, Jun 26",STL,CLE,W,11,2,,42-36,3,4.0,Martinez,Kluber,,2:53,N,40288,++++,,2018,STL
79,"Wednesday, Jun 27",STL,CLE,L,1,5,,42-37,3,4.0,Bieber,Flaherty,,2:56,N,43598,-,,2018,STL
80,"Friday, Jun 29",STL,ATL,L,1,5,,42-38,3,5.5,Teheran,Mikolas,Winkler,3:14,N,46226,--,,2018,STL
81,"Saturday, Jun 30",STL,ATL,L,4,11,,42-39,3,5.5,Fried,Weaver,,3:11,N,46667,---,,2018,STL
82,"Sunday, Jul 1",STL,ATL,L,5,6,,42-40,3,5.5,Foltynewicz,Gant,Minter,3:11,D,46448,----,,2018,STL
92,"Friday, Jul 13",STL,CIN,L,1,9,,47-45,3,6.5,Harvey,Martinez,,3:14,N,45891,--,,2018,STL
93,"Saturday, Jul 14",STL,CIN,L,2,8,,47-46,3,7.5,Brice,Hicks,,3:07,D,44668,---,,2018,STL
94,"Sunday, Jul 15",STL,CIN,W,6,4,,48-46,3,7.5,Gant,DeSclafani,Hicks,2:53,D,45808,+,,2018,STL
103,"Friday, Jul 27",STL,CHC,W,5,2,,52-51,4,8.0,Weaver,Montgomery,Norris,2:48,N,47169,+,,2018,STL
104,"Saturday, Jul 28",STL,CHC,W,6,2,,53-51,4,7.0,Mikolas,Quintana,,2:41,D,47514,++,,2018,STL
105,"Sunday, Jul 29",STL,CHC,L,2,5,,53-52,4,8.0,Hendricks,Gant,Strop,2:53,N,45553,-,,2018,STL
106,"Monday, Jul 30",STL,COL,W-wo,5,4,10,54-52,4,7.5,Hudson,McGee,,3:38,N,41856,+,,2018,STL
107,"Tuesday, Jul 31",STL,COL,L,3,6,,54-53,4,7.5,Gray,Flaherty,Davis,2:51,N,42636,-,,2018,STL
108,"Wednesday, Aug 1",STL,COL,W,6,3,,55-53,4,7.5,Gomber,Freeland,,3:59,N,40544,+,,2018,STL
109,"Thursday, Aug 2",STL,COL,W-wo,3,2,,56-53,3,6.5,Shreve,Davis,,3:08,D,41478,++,,2018,STL
119,"Monday, Aug 13",STL,WSN,W-wo,7,6,,64-55,3,5.0,Hudson,Glover,,3:19,N,37197,++++++,,2018,STL
120,"Tuesday, Aug 14",STL,WSN,W,6,4,,65-55,3,4.0,Gant,Gonzalez,Hicks,3:12,N,38214,+++++++,,2018,STL
121,"Wednesday, Aug 15",STL,WSN,W,4,2,,66-55,3,4.0,Gomber,Hellickson,Norris,3:07,N,36696,++++++++,,2018,STL
122,"Thursday, Aug 16",STL,WSN,L,4,5,,66-56,3,5.0,Roark,Weaver,Glover,3:28,N,38074,-,,2018,STL
123,"Friday, Aug 17",STL,MIL,W,5,2,,67-56,3,5.0,Flaherty,Peralta,Norris,3:07,N,41630,+,,2018,STL
124,"Saturday, Aug 18",STL,MIL,W,7,2,,68-56,2,4.0,Mikolas,Miley,,2:54,N,46040,++,,2018,STL
125,"Sunday, Aug 19",STL,MIL,L,1,2,,68-57,3,4.0,Chacin,Gant,Hader,2:54,D,45334,-,,2018,STL
132,"Tuesday, Aug 28",STL,PIT,W,5,2,,74-58,2,4.5,Flaherty,Nova,Norris,2:51,N,35258,++,,2018,STL
133,"Wednesday, Aug 29",STL,PIT,L,0,2,,74-59,2,4.5,Williams,Mikolas,Vazquez,3:12,N,33448,-,,2018,STL
134,"Thursday, Aug 30",STL,PIT,W,5,0,,75-59,2,4.5,Gant,Musgrove,,2:53,N,38561,+,,2018,STL
135,"Friday, Aug 31",STL,CIN,W,12,5,,76-59,2,3.5,Gomber,Bailey,,3:22,N,42365,++,,2018,STL
136,"Saturday, Sep 1",STL,CIN,L,0,4,,76-60,2,4.5,Castillo,Ponce de Leon,,2:55,N,46368,-,,2018,STL
137,"Sunday, Sep 2",STL,CIN,L,4,6,10,76-61,3,5.5,Lorenzen,Norris,Iglesias,3:44,D,45743,--,,2018,STL
144,"Monday, Sep 10",STL,PIT,W,8,7,,80-64,3,3.5,Brebbia,Santana,Martinez,2:55,N,33566,++,,2018,STL
145,"Tuesday, Sep 11",STL,PIT,W,11,5,,81-64,3,3.5,Mikolas,Musgrove,,3:23,N,37187,+++,,2018,STL
146,"Wednesday, Sep 12",STL,PIT,L,3,4,,81-65,3,3.5,Taillon,Ponce de Leon,Vazquez,3:00,D,39606,-,,2018,STL
147,"Thursday, Sep 13",STL,LAD,L,7,9,,81-66,3,4.5,Kershaw,Gomber,,3:28,N,40997,--,,2018,STL
148,"Friday, Sep 14",STL,LAD,L,0,3,,81-67,3,5.5,Buehler,Flaherty,Jansen,3:04,N,46036,---,,2018,STL
149,"Saturday, Sep 15",STL,LAD,L,4,17,,81-68,3,6.5,Hill,Gant,,3:32,D,45481,----,,2018,STL
150,"Sunday, Sep 16",STL,LAD,W,5,0,,82-68,3,5.5,Wainwright,Stripling,,3:20,N,45217,+,,2018,STL
154,"Friday, Sep 21",STL,SFG,W,5,3,,85-69,3,4.5,Brebbia,Melancon,Martinez,3:22,N,45892,+,,2018,STL
155,"Saturday, Sep 22",STL,SFG,W-wo,5,4,10,86-69,3,4.5,Martinez,Melancon,,3:13,D,45878,++,,2018,STL
156,"Sunday, Sep 23",STL,SFG,W,9,2,,87-69,3,4.5,Mikolas,Suarez,,3:02,D,46596,+++,,2018,STL
157,"Monday, Sep 24",STL,MIL,L,4,6,,87-70,3,4.5,Burnes,Norris,Knebel,3:49,N,36508,-,,2018,STL
158,"Tuesday, Sep 25",STL,MIL,L,4,12,,87-71,3,4.5,Williams,Gomber,,3:29,N,38051,--,,2018,STL
159,"Wednesday, Sep 26",STL,MIL,L,1,2,,87-72,3,5.5,Chacin,Shreve,Jeffress,3:16,N,40644,---,,2018,STL
7,"Friday, Apr 5",STL,SDP,L,3,5,,3-4,3,3.5,Stock,Reyes,Yates,2:54,D,46615,-,,2019,STL
8,"Saturday, Apr 6",STL,SDP,L,4,6,,3-5,3,3.5,Wisler,Miller,Yates,3:37,D,44492,--,,2019,STL
9,"Sunday, Apr 7",STL,SDP,W,4,1,,4-5,3,3.5,Wainwright,Strahm,Hicks,3:08,D,44340,+,,2019,STL
10,"Monday, Apr 8",STL,LAD,W,4,3,,5-5,3,2.5,Mikolas,Kelly,Hicks,2:41,N,35858,++,,2019,STL
11,"Tuesday, Apr 9",STL,LAD,W,4,0,,6-5,2,1.5,Brebbia,Stripling,,3:17,N,36353,+++,,2019,STL
12,"Wednesday, Apr 10",STL,LAD,W,7,2,,7-5,2,0.5,Flaherty,Maeda,,2:52,N,36244,++++,,2019,STL
13,"Thursday, Apr 11",STL,LAD,W,11,7,,8-5,1,Tied,Gallegos,Baez,,3:12,D,38200,+++++,,2019,STL
19,"Friday, Apr 19",STL,NYM,L,4,5,,10-9,3,2.0,Lugo,Wainwright,Diaz,3:31,N,40413,-,,2019,STL
20,"Saturday, Apr 20",STL,NYM,W,10,2,,11-9,3,2.0,Mikolas,Flexen,,2:45,D,47059,+,,2019,STL
21,"Sunday, Apr 21",STL,NYM,W,6,4,,12-9,2,1.0,Hudson,Syndergaard,Hicks,3:07,D,42765,++,,2019,STL
22,"Monday, Apr 22",STL,MIL,W,13,5,,13-9,1,Tied,Flaherty,Houser,,3:12,N,35819,+++,,2019,STL
23,"Tuesday, Apr 23",STL,MIL,W,4,3,,14-9,1,up 1.0,Miller,Wilson,Hicks,3:00,N,38474,++++,,2019,STL
24,"Wednesday, Apr 24",STL,MIL,W,5,2,,15-9,1,up 2.0,Wainwright,Chacin,Hicks,2:51,D,36878,+++++,,2019,STL
25,"Friday, Apr 26",STL,CIN,L,1,12,,15-10,1,up 2.0,DeSclafani,Mikolas,,2:55,N,45087,-,,2019,STL
26,"Saturday, Apr 27",STL,CIN,W,6,3,,16-10,1,up 2.0,Hudson,Mahle,Hicks,2:32,D,44197,+,,2019,STL
27,"Sunday, Apr 28",STL,CIN,W,5,2,,17-10,1,up 2.5,Flaherty,Gray,Gant,2:53,D,45701,++,,2019,STL
35,"Monday, May 6",STL,PHI,W,6,0,,21-14,1,up 0.5,Mikolas,Velasquez,,2:52,N,38419,+,,2019,STL
36,"Tuesday, May 7",STL,PHI,L,1,11,,21-15,2,0.5,Nola,Hudson,,3:04,N,38562,-,,2019,STL
37,"Wednesday, May 8",STL,PHI,L,0,5,,21-16,3,1.5,Eickhoff,Flaherty,,2:41,D,42309,--,,2019,STL
38,"Thursday, May 9",STL,PIT,W,17,4,,22-16,3,1.5,Wacha,Musgrove,,3:30,N,38925,+,,2019,STL
39,"Friday, May 10",STL,PIT,L,1,2,,22-17,3,1.5,Williams,Miller,Vazquez,2:54,N,45060,-,,2019,STL
40,"Saturday, May 11",STL,PIT,L,1,2,,22-18,3,2.5,Lyles,Mikolas,Vazquez,2:42,D,43011,--,,2019,STL
41,"Sunday, May 12",STL,PIT,L,6,10,,22-19,3,3.5,Stratton,Brebbia,,3:29,D,48555,---,,2019,STL
48,"Wednesday, May 22 (1)",STL,KCR,L,2,8,,24-24,4,5.0,Keller,Wacha,,2:44,D,42725,--,,2019,STL
49,"Wednesday, May 22 (2)",STL,KCR,W,10,3,,25-24,4,5.0,Wainwright,Bailey,,3:30,N,42529,+,,2019,STL
50,"Friday, May 24",STL,ATL,L,2,5,,25-25,4,4.5,Foltynewicz,Mikolas,,2:44,N,44630,-,,2019,STL
51,"Saturday, May 25",STL,ATL,W,6,3,,26-25,3,4.5,Miller,Winkler,Hicks,2:40,N,45760,+,,2019,STL
52,"Sunday, May 26",STL,ATL,L,3,4,10,26-26,3,4.5,Webb,Webb,Jackson,4:07,N,45152,-,,2019,STL
56,"Friday, May 31",STL,CHC,W-wo,2,1,10,28-28,3,3.5,Hicks,Montgomery,,3:24,N,45321,++,,2019,STL
57,"Saturday, Jun 1",STL,CHC,W,7,4,,29-28,3,3.0,Gant,Chatwood,Martinez,3:04,N,46297,+++,,2019,STL
58,"Sunday, Jun 2",STL,CHC,W,2,1,,30-28,3,3.0,Wainwright,Hamels,Gant,2:38,D,46053,++++,,2019,STL
59,"Tuesday, Jun 4",STL,CIN,L,1,4,,30-29,3,3.0,Castillo,Cabrera,Iglesias,2:56,N,40649,-,,2019,STL
60,"Thursday, Jun 6",STL,CIN,W,3,1,,31-29,3,2.5,Gant,Lorenzen,Hicks,2:58,D,44654,+,,2019,STL
71,"Monday, Jun 17",STL,MIA,W,5,0,,37-34,3,2.5,Mikolas,Hernandez,,2:39,N,41274,++,,2019,STL
72,"Tuesday, Jun 18",STL,MIA,L,0,6,,37-35,3,2.5,Yamamoto,Flaherty,,2:43,N,41467,-,,2019,STL
73,"Wednesday, Jun 19",STL,MIA,W-wo,2,1,11,38-35,3,2.0,Gant,Conley,,3:34,N,40126,+,,2019,STL
74,"Thursday, Jun 20",STL,MIA,L,6,7,11,38-36,3,3.0,Garcia,Miller,Romo,4:31,N,42446,-,,2019,STL
75,"Friday, Jun 21",STL,LAA,W,5,1,,39-36,3,2.0,Wacha,Canning,,3:24,N,48423,+,,2019,STL
76,"Saturday, Jun 22",STL,LAA,W,4,2,,40-36,3,1.0,Hudson,Pena,Webb,2:59,D,46711,++,,2019,STL
77,"Sunday, Jun 23",STL,LAA,L,4,6,,40-37,3,2.0,Skaggs,Mikolas,,3:42,N,47114,-,,2019,STL
78,"Tuesday, Jun 25",STL,OAK,L,3,7,,40-38,3,2.5,Wendelken,Flaherty,,3:28,N,40556,--,,2019,STL
79,"Wednesday, Jun 26",STL,OAK,L,0,2,,40-39,3,2.5,Mengden,Wainwright,Hendriks,2:46,N,44871,---,,2019,STL
89,"Friday, Jul 12",STL,ARI,L,2,4,,44-45,3,3.0,Ray,Miller,Holland,2:56,N,44960,---,,2019,STL
90,"Saturday, Jul 13",STL,ARI,W,4,2,,45-45,3,3.0,Hudson,Kelly,Martinez,3:04,N,46152,+,,2019,STL
91,"Sunday, Jul 14",STL,ARI,W,5,2,,46-45,3,3.0,Wainwright,Greinke,Martinez,2:52,D,43439,++,,2019,STL
92,"Monday, Jul 15",STL,PIT,W,7,0,,47-45,2,2.0,Mikolas,Musgrove,,3:00,N,41965,+++,,2019,STL
93,"Tuesday, Jul 16",STL,PIT,L,1,3,,47-46,3,3.0,Liriano,Martinez,Vazquez,3:04,N,43777,-,,2019,STL
94,"Wednesday, Jul 17",STL,PIT,W,6,5,,48-46,3,3.0,Brebbia,Liriano,Martinez,3:11,D,43186,+,,2019,STL
103,"Friday, Jul 26",STL,HOU,W,5,3,,56-47,1,up 1.0,Miller,Pressly,Martinez,3:09,N,44724,++++++,,2019,STL
104,"Saturday, Jul 27",STL,HOU,L,2,8,,56-48,1,up 1.0,Cole,Ponce de Leon,,3:07,N,46518,-,,2019,STL
105,"Sunday, Jul 28",STL,HOU,L,2,6,,56-49,1,Tied,Miley,Hudson,,3:24,D,46714,--,,2019,STL
106,"Tuesday, Jul 30",STL,CHC,W,2,1,,57-49,1,up 1.0,Gallegos,Darvish,Martinez,3:05,N,46123,+,,2019,STL
107,"Wednesday, Jul 31",STL,CHC,L,0,2,,57-50,1,Tied,Hendricks,Mikolas,Kimbrel,3:14,N,43750,-,,2019,STL
108,"Thursday, Aug 1",STL,CHC,W,8,0,,58-50,1,up 1.0,Flaherty,Lester,,2:53,N,46811,+,,2019,STL
114,"Friday, Aug 9",STL,PIT,W,6,2,,59-55,3,3.0,Martinez,Rodriguez,,2:52,N,42757,+,,2019,STL
115,"Saturday, Aug 10",STL,PIT,W,3,1,,60-55,3,2.0,Wainwright,Musgrove,Martinez,2:40,N,45026,++,,2019,STL
116,"Sunday, Aug 11",STL,PIT,W,11,9,,61-55,2,2.0,Gant,Crick,Miller,3:40,D,43912,+++,,2019,STL
123,"Monday, Aug 19",STL,MIL,W,3,0,,66-57,1,up 0.5,Hudson,Davies,Miller,2:43,N,44843,++,,2019,STL
124,"Tuesday, Aug 20",STL,MIL,W,9,4,,67-57,1,up 0.5,Webb,Jeffress,,3:42,N,37823,+++,,2019,STL
125,"Wednesday, Aug 21",STL,MIL,L,3,5,8,67-58,2,0.5,Houser,Wainwright,Guerra,2:54,N,40250,-,,2019,STL
126,"Thursday, Aug 22",STL,COL,W,6,5,,68-58,2,0.5,Leone,Almonte,Martinez,2:52,N,36465,+,,2019,STL
127,"Friday, Aug 23",STL,COL,W,8,3,,69-58,1,up 0.5,Flaherty,Lambert,,3:02,N,40829,++,,2019,STL
128,"Saturday, Aug 24",STL,COL,W,6,0,,70-58,1,up 1.5,Hudson,Gonzalez,,2:59,N,42102,+++,,2019,STL
129,"Sunday, Aug 25",STL,COL,W,11,4,,71-58,1,up 2.5,Helsley,Senzatela,,3:31,D,45551,++++,,2019,STL
133,"Saturday, Aug 31 (1)",STL,CIN,W,10,6,,74-59,1,up 2.5,Hudson,Bauer,,3:10,D,44738,+,,2019,STL
134,"Saturday, Aug 31 (2)",STL,CIN,W-wo,3,2,,75-59,1,up 2.5,Gant,Iglesias,,2:53,N,42074,++,,2019,STL
135,"Sunday, Sep 1 (1)",STL,CIN,W-wo,4,3,,76-59,1,up 3.0,Martinez,Lorenzen,,2:58,D,43692,+++,,2019,STL
136,"Sunday, Sep 1 (2)",STL,CIN,L,3,5,,76-60,1,up 3.0,Castillo,Ponce de Leon,Iglesias,3:04,N,38665,-,,2019,STL
137,"Monday, Sep 2",STL,SFG,W,3,1,,77-60,1,up 3.0,Wainwright,Beede,Martinez,2:43,D,40732,+,,2019,STL
138,"Tuesday, Sep 3",STL,SFG,W,1,0,,78-60,1,up 3.0,Flaherty,Rodriguez,Martinez,2:11,N,38259,++,,2019,STL
139,"Wednesday, Sep 4",STL,SFG,L,8,9,,78-61,1,up 2.5,Rogers,Gallegos,Smith,4:05,N,41945,-,,2019,STL
140,"Thursday, Sep 5",STL,SFG,W,10,0,,79-61,1,up 2.5,Hudson,Webb,Cabrera,2:54,D,36800,+,,2019,STL
147,"Friday, Sep 13",STL,MIL,W,10,0,,83-64,1,up 4.0,Wainwright,Houser,,3:12,N,47075,++,,2019,STL
148,"Saturday, Sep 14",STL,MIL,L,2,5,,83-65,1,up 3.0,Lyles,Flaherty,Hader,2:59,N,46665,-,,2019,STL
149,"Sunday, Sep 15",STL,MIL,L,6,7,,83-66,1,up 2.0,Albers,Gant,Hader,3:26,D,46722,--,,2019,STL
150,"Monday, Sep 16",STL,WSN,W,4,2,,84-66,1,up 2.0,Hudson,Doolittle,Martinez,3:04,N,42812,+,,2019,STL
151,"Tuesday, Sep 17",STL,WSN,L,2,6,,84-67,1,up 2.0,Corbin,Mikolas,Hudson,3:21,N,44061,-,,2019,STL
152,"Wednesday, Sep 18",STL,WSN,W,5,1,,85-67,1,up 3.0,Wainwright,Scherzer,Martinez,2:55,D,37669,+,,2019,STL
160,"Friday, Sep 27",STL,CHC,L,2,8,,90-70,1,up 1.0,Wieck,Miller,,4:04,N,46530,---,,2019,STL
161,"Saturday, Sep 28",STL,CHC,L,6,8,,90-71,1,up 1.0,Cishek,Wainwright,Kintzler,3:46,N,46971,----,,2019,STL
162,"Sunday, Sep 29",STL,CHC,W,9,0,,91-71,1,up 2.0,Flaherty,Holland,,2:30,D,47212,+,,2019,STL
1,"Monday, Apr 3",TEX,CLE,L,5,8,,0-1,3,1.0,Miller,Dyson,Allen,3:21,N,48350,-,,2017,TEX
2,"Tuesday, Apr 4",TEX,CLE,L,3,4,,0-2,4,2.0,Carrasco,Perez,Allen,3:14,N,23574,--,,2017,TEX
3,"Wednesday, Apr 5",TEX,CLE,L,6,9,,0-3,4,3.0,Armstrong,Dyson,Shaw,3:25,N,24649,---,,2017,TEX
4,"Friday, Apr 7",TEX,OAK,W,10,5,,1-3,4,1.5,Claudio,Alcantara,,2:56,N,34235,+,,2017,TEX
5,"Saturday, Apr 8",TEX,OAK,L,1,6,,1-4,4,2.5,Graveman,Darvish,,2:59,N,44410,-,,2017,TEX
6,"Sunday, Apr 9",TEX,OAK,W,8,1,,2-4,4,2.5,Perez,Manaea,,3:16,D,36905,+,,2017,TEX
16,"Thursday, Apr 20",TEX,KCR,W-wo,1,0,13,6-10,5,5.0,Alvarez,Wood,,3:47,N,26898,+,,2017,TEX
17,"Friday, Apr 21",TEX,KCR,W,6,2,,7-10,3,5.0,Hamels,Karns,,2:45,N,31320,++,,2017,TEX
18,"Saturday, Apr 22",TEX,KCR,W-wo,2,1,,8-10,3,4.0,Bush,Wood,,2:38,N,41446,+++,,2017,TEX
19,"Sunday, Apr 23",TEX,KCR,W,5,2,,9-10,3,4.0,Darvish,Hammel,Bush,3:00,D,37177,++++,,2017,TEX
20,"Monday, Apr 24",TEX,MIN,L,2,3,,9-11,3,4.5,Hughes,Perez,Kintzler,3:01,N,19027,-,,2017,TEX
21,"Tuesday, Apr 25",TEX,MIN,L,1,8,,9-12,4,5.5,Santana,Cashner,,3:04,N,20568,--,,2017,TEX
22,"Wednesday, Apr 26",TEX,MIN,W,14,3,,10-12,4,4.5,Hamels,Rogers,,3:37,N,22365,+,,2017,TEX
23,"Friday, Apr 28",TEX,LAA,L,3,6,,10-13,4,5.0,Guerra,Jeffress,Alvarez,3:12,N,28968,-,,2017,TEX
24,"Saturday, Apr 29",TEX,LAA,W,6,3,,11-13,3,4.0,Darvish,Chavez,,3:03,N,44597,+,,2017,TEX
25,"Sunday, Apr 30",TEX,LAA,L,2,5,,11-14,3,5.0,Ramirez,Perez,Norris,3:23,D,39804,-,,2017,TEX
35,"Wednesday, May 10",TEX,SDP,W,4,3,,15-20,5,8.5,Jeffress,Hand,Bush,3:24,N,24350,++,,2017,TEX
36,"Thursday, May 11",TEX,SDP,W-wo,5,2,,16-20,5,8.5,Dyson,Maurer,,2:39,N,22405,+++,,2017,TEX
37,"Friday, May 12",TEX,OAK,W-wo,5,2,,17-20,4,8.5,Kela,Casilla,,2:58,N,35625,++++,,2017,TEX
38,"Saturday, May 13",TEX,OAK,W,6,5,,18-20,2,8.0,Barnette,Dull,Bush,3:26,N,37898,+++++,,2017,TEX
39,"Sunday, May 14",TEX,OAK,W,6,4,,19-20,2,7.5,Alvarez,Madson,Bush,2:51,D,35157,++++++,,2017,TEX
40,"Tuesday, May 16",TEX,PHI,W,5,1,,20-20,2,8.0,Darvish,Eickhoff,,2:44,N,23110,+++++++,,2017,TEX
